Title,Review
Useless product,The signal strength is very weak and it supports only 720p videos. For this price better phones are available in other brands with better qualityREAD MORE
Wonderful,"I took this phone Samsung ON 8 from 2018, and my phone is still running very well, I'm using my old one from 11 months best camera, best battery backup ,cool software updates from Samsung source ,Dolby Atmos headphone effect was too good guys, there is no issue nothing, It's a cool smartphone by #Samsung mega Brand and a trusted seller #Flipkart, then I believed and brought another one for my sister ????, that's  why I put two phone's combined photo. Delivery was cool ?? and behaviour of deli...READ MORE"
Perfect product!,"This product is amazing for use. I gifted this product to the person I love the most, my Mom.READ MORE"
Good choice,"value for money...on this price range Samsung phone with 4gb ram and 64 GB inbuild...speed clock 1.8...camera good...battery back up good...build quality good...light in weight...display quality also good but not like Samsung A30, Samsung A30's display more better, better colour resolution and touch quality...but in this price range on8 also good display quality, gorilla glass...I love itREAD MORE"
Classy product,Good phone at this price range ..the camera is excellent when  compared to  other Samsung phone cameras at this price range..and definitely worth the money.READ MORE
Must buy!,Everything works fine. Nice product.After one UI update faced slowness in keyboard activities. After reset it's working fine. Best one!!! Live focus and back cam are appreciable. Especially Samsung Galaxies are best for the display. Satisfied:)READ MORE
Worst experience ever!,"average, .. this is a real feedback. i using this phone after Motorola device. This phone is not capturing network after we changing the phone to DNC or Flight mode. We have to restart the phone to get it work better. Then anothe factor i noticed, when we are communicating over this phone, the words clarify or the sound clarity is not perfect . It is audible but not clear as we have some other kind of disturbance. Not with one person , i felt the same on all calls.By Looks it is good , styl...READ MORE"
Useless product,Tuch problum when i was put the call end botton not work properly in the phone tuch scren we request kindly replace and give me new pcsREAD MORE
Good choice,"brought @12k, review after 4months of use1. good cameras2. satisfied sound quality3. satisfied battery life4. no lagging5. no hanging6. satisfied display7.value for money if you are looking for dual camera with satisfied storage capacity within 12to16k you can go for it...thank you samsung to satisfy me and special thanks to flipkart for fast & safe delivery...READ MORE"
Must buy!,brand name Samsung. thats dictates a lot. but still they were not doing enough to hold that goodwill. but from this handset they introduce snapdragon . a massive change in Samsung. snapdragon instantly improve this handsets performance. look is very good. feel gr8 in hand. overall performance is very good in 13k.READ MORE
Wonderful,"nice phone overall satisfied a good choice if you just want a decent phone for daily use purpose of whatsapp , FB , INSTA nd obviously calling , dont expect it for outstanding gaming performance or such but yeah you can survive daily life needs with it , i bought it for my uncle as a gift with a card discount offer so happy for the price i paid. definitely value for moneyREAD MORE"
Excellent,Great Camera for night and all conditions but Not great for Macro photography. Battery above average works excellent for over 1.5 day in normal usage and in PubG play for 7-9 hours in single charge .Great build and soundREAD MORE
Does the job,"Flipkart service is very good and perfect, packing is original, delivery is fast but samsung company is set very high price of product with quality and performance compare with other brand This price range is not suitable with this product cemera ,bettry,no fast chargingProduct is suitable price is approx 9000-10000ThanksREAD MORE"
Worth every penny,nice phone but not good for gaming goood all feature are very impressiveREAD MORE
Wonderful,Samsung is not a phone because its a name of trust in phone company... really its a very good phone and i think its value of money... thnk you flipcart for on time delevery and a genuine product...READ MORE
Brilliant,awesome  phone camera is very nice flash also seems good for low light image backup of battery is incredibly  highREAD MORE
Best in the market!,"Nice phone. Good camera. Flawless fingerprint sensor and touch sensitivity. Battery backup is good and charging is quite fast with its company provided charger although does not support any fast charging options. RAM management is good, about 1.4 GB RAM is free with normal usage. Not for high end gaming but playing pubg with low graphics does not give lags. The phone looks premium without any covers. It does not have ambient light sensor but has an option for auto brightness adjustment which ...READ MORE"
Highly recommended,its my First Android Phone.i am iOS UserBecause Of Name SAMSUNGi Bought With Special Offer Price.I Can't Believe its Very Nice and Great Phone.I Specifically Love its Simple easy to Used and Professional User Interface.its Has Some Exclusive Features From Samsung Directly.Specifically S Secure its Inbuilt Apps By Samsung For Secure Your All Types Of Data You Can Protect and its Enable-Disalbe Option is Great.Apps Hide & Apps Protection (Password & Fingerprint Option For Apps Lock is Inbu...READ MORE
Terrific,The On8 is good. Good camera. Good performance. Good battery. Awesome display!READ MORE
Highly recommended,"Best product at this price range. Best performance. Good camera, quality display, best battery life...READ MORE"
Super!,After 8 months still feels Samsung is one of the best brand this is my 3rd Samsung phone. No hang or no lag. Im using this phone for extreme range like playing pubg at least 2hrs per day and always internet on YouTube 4hrs in a day. Min 1 hr in call. Still good I'm wondering about battery only. But it's ok when u have such a phone like thisREAD MORE
Terrific,"Samsung Galaxy On8 is much better than these chinese brands in terms of display, camera, design and battery(many ppl thought battery back up is not up to the mark but it worked 4 me btw u can chose and close the background apps u dont to run to save battery ) .. Phone didnt get hot even when ur running apps in background,playing games & using wifi..??loved the Design,phone looked very comfortable despite having 6.1"" screen size??camera of galaxy on8 is very underrated and gives very sharp ...READ MORE"
Perfect product!,Excellent phone with good battery back up. No heating. Sturdy performance (I'm not a gamer) for my kind of use. Excellent pictures. Lost this mobile on theft recently and used the flipkart complete protect. They were really quick in helping me and sent me the link where I can upload the claim related documents. I did the same and to my surprise the entire process was really smooth. Thanks to flipkart and thanks to Samsung for thinking about this product for customers like me.READ MORE
Best in the market!,nice one loved it nice battery back up smooth to handleREAD MORE
Great product,Camera quality is awesome Nice performance battery is not that good but ok it can be managed 1 day But it is very good product at this priceREAD MORE
Wonderful & value for money,"Great phone. reviewing after few months of use:1. No hanging issue like earlier samsung phones2. Better camera and voice3. Price competitive (with respect to MI phones)4. Battery life awesome (used youtube continuously for 8 hrs, consumed 50% battery only)Good come back by Samsung.READ MORE"
Hilariously Terrific,"It's a smooth mobile.Recommended to all !!!awesome!!!1.Display is superAmoled, so no complain of display quality.2.Battery capacity is BEST for heavy use.3.Speakers could ARE better.4.Both cameras are awesome.5.Metallic outer line is very useful for best screen Ratio.6.Could have notification light.READ MORE"
Highly recommended,Camera killer.... Back camera better than any other mobile.... battery backup is excellent.... selfie is good....display is the best.... wow what a display!!! fabulous.... 4 gb ram... working smoothly.... storage 64 gb so there is no problem in storage... I suggest to all of you to buy it..... delivery so fast from flipkart....READ MORE
Perfect product!,Good phone for the money.  Screen and camera are really good. Really handy. And the finger print scanner is at the right point. Fingerprint gestures are also supported for notification panel access. Battery is good for one day use not more than that.READ MORE
Brilliant,Phone was awesome camera is too good like live focus of samsung on8. Played PUBG MOBILE without any lag. Great Performance.  Go for this phone. I buyed this in offer in Rs12990/-????????????????????????READ MORE
Delightful,design is good but i dont like much about the camera section its camera is not good as of Redmi note 5 pro.READ MORE
